feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
0,1,93.0,-15.0,2.4,15.0,10.0,259.0,383.0,393.0,329.0,10.0,10.0,10.0,0,0,1.91,-82.43684210526315,4.995555555555556,6188,beauce_5_sa_088
3,2,58.0,-21.0,3.3,1.5,10.1,169.0,214.0,243.0,325.0,36.2,36.2,10.3,0,0,0.8947368421052632,-1.2942105263157917,8.610000000000001,6189,beauce_5_sa_089
0,0,66.0,-20.0,3.9,15.0,10.0,259.0,383.0,393.0,336.0,10.0,10.0,10.0,0,0,1.365263157894737,-125.5784210526316,5.488888888888889,6190,beauce_5_sa_090
0,1,49.0,-30.0,1.6,21.1,10.0,259.0,383.0,393.0,11.0,10.0,10.0,10.0,0,0,1.0605263157894738,-172.0678947368421,5.306666666666667,6191,beauce_5_sa_091
0,2,54.0,-21.0,3.7,22.2,24.1,259.0,383.0,393.0,349.0,10.0,10.0,10.0,0,0,0.7994736842105263,-120.07,5.414444444444445,6192,beauce_5_sa_092
0,0,81.0,-20.0,1.0,15.0,10.0,259.0,383.0,393.0,12.0,10.0,10.0,10.0,0,0,2.0421052631578944,-150.3036842105263,5.211111111111111,6193,beauce_5_sa_093
2,1,69.0,-25.0,3.2,13.2,10.0,258.0,259.0,393.0,360.0,75.8,68.9,10.0,0,0,7.919473684210526,-41.359473684210535,8.852222222222222,6194,beauce_5_sa_094
2,1,100.0,-42.0,1.8,10.0,10.0,108.0,257.0,393.0,359.0,78.6,16.3,10.0,0,0,5.643684210526316,-30.34368421052632,8.715555555555556,6195,beauce_5_sa_095
1,0,49.0,-20.0,2.4,15.0,10.0,109.0,383.0,393.0,12.0,33.4,10.0,10.0,0,0,3.4463157894736844,-175.7984210526316,7.174444444444443,6196,beauce_5_sa_096
2,1,79.0,-11.0,2.2,18.7,10.0,136.0,285.0,393.0,338.0,66.1,53.8,10.0,0,0,6.183157894736842,-11.945263157894736,8.878888888888888,6197,beauce_5_sa_097
3,1,106.0,-14.0,3.6,18.0,10.0,107.0,228.0,303.0,342.0,81.5,33.9,72.8,0,0,10.954736842105264,14.566315789473684,8.99,6198,beauce_5_sa_098
0,1,55.0,-19.0,3.7,22.5,10.0,259.0,383.0,393.0,360.0,10.0,10.0,10.0,0,0,0.9394736842105263,-141.92473684210526,5.347777777777778,6199,beauce_5_sa_099
3,2,58.0,-22.0,1.9,13.7,20.2,182.0,240.0,319.0,341.0,60.5,52.9,25.1,0,0,2.3510526315789475,-10.49894736842105,8.996666666666666,6200,beauce_5_sa_000
3,1,53.0,-23.0,1.2,13.0,10.0,142.0,256.0,272.0,328.0,56.0,12.2,71.6,0,0,4.668947368421053,-1.7410526315789496,8.955555555555556,6201,beauce_5_sa_001
3,2,53.0,-9.0,3.0,14.3,24.7,109.0,221.0,272.0,13.0,27.1,48.0,54.1,0,0,6.034736842105263,-85.99894736842106,8.958888888888888,6202,beauce_5_sa_002
3,0,50.0,-20.0,2.3,15.0,10.0,289.0,290.0,305.0,336.0,25.8,26.8,29.9,0,0,6.071578947368421,-63.18473684210526,7.934444444444444,6203,beauce_5_sa_003
0,2,93.0,-41.0,1.7,6.8,20.1,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.011578947368421,-122.67631578947368,5.483333333333333,6204,beauce_5_sa_004
2,1,96.0,-13.0,2.1,20.0,10.0,168.0,308.0,393.0,4.0,50.0,17.5,10.0,0,0,2.7078947368421056,-87.07631578947368,8.215555555555556,6205,beauce_5_sa_005
0,0,48.0,-20.0,2.3,15.0,10.0,259.0,383.0,393.0,335.0,10.0,10.0,10.0,0,0,1.3926315789473684,-124.4357894736842,5.34,6206,beauce_5_sa_006
2,0,98.0,-20.0,3.2,15.0,10.0,171.0,223.0,393.0,12.0,97.1,82.9,10.0,0,0,5.696315789473684,-30.77631578947369,8.947777777777778,6207,beauce_5_sa_007
2,0,81.0,-20.0,3.7,15.0,10.0,165.0,307.0,393.0,326.0,23.3,90.6,10.0,0,0,9.705263157894738,-38.357368421052634,8.506666666666668,6208,beauce_5_sa_008
2,0,96.0,-20.0,1.4,15.0,10.0,224.0,321.0,393.0,362.0,74.7,70.6,10.0,0,0,7.0736842105263165,-66.55473684210526,8.991111111111111,6209,beauce_5_sa_009
0,2,78.0,-40.0,1.1,21.6,20.6,259.0,383.0,393.0,352.0,10.0,10.0,10.0,0,0,0.6668421052631579,-104.4821052631579,5.526666666666667,6210,beauce_5_sa_010
2,0,101.0,-20.0,2.6,15.0,10.0,322.0,323.0,393.0,343.0,95.3,68.9,10.0,0,0,15.427894736842106,-46.45368421052632,8.756666666666668,6211,beauce_5_sa_011
2,2,88.0,-16.0,2.3,13.9,24.3,255.0,256.0,393.0,331.0,18.6,18.8,10.0,0,0,1.4221052631578948,-39.85052631578947,6.954444444444444,6212,beauce_5_sa_012
3,2,87.0,-28.0,1.5,23.1,18.3,139.0,288.0,294.0,354.0,87.9,95.7,73.8,0,0,20.295263157894738,-15.195789473684206,8.945555555555556,6213,beauce_5_sa_013
2,2,66.0,-23.0,3.7,10.0,9.8,202.0,315.0,393.0,6.0,63.2,47.8,10.0,0,0,3.370526315789473,-60.56736842105263,8.851111111111111,6214,beauce_5_sa_014
3,0,91.0,-20.0,3.5,15.0,10.0,161.0,294.0,295.0,5.0,15.1,52.9,48.0,0,0,7.782631578947369,-71.6263157894737,8.67,6215,beauce_5_sa_015
0,1,46.0,-44.0,2.0,1.2,10.0,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,0.5636842105263158,-153.6178947368421,5.569999999999999,6216,beauce_5_sa_016
1,0,101.0,-20.0,3.4,15.0,10.0,175.0,383.0,393.0,357.0,92.3,10.0,10.0,0,0,3.961052631578948,-82.87736842105264,8.763333333333334,6217,beauce_5_sa_017
1,0,84.0,-20.0,2.0,15.0,10.0,243.0,383.0,393.0,358.0,39.9,10.0,10.0,0,0,1.756842105263158,-88.60105263157895,7.256666666666667,6218,beauce_5_sa_018
0,1,64.0,-16.0,2.5,13.1,10.0,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,1.1631578947368422,-130.0936842105263,5.305555555555555,6219,beauce_5_sa_019
0,1,90.0,-38.0,2.6,5.3,10.0,259.0,383.0,393.0,357.0,10.0,10.0,10.0,0,0,0.8584210526315789,-107.39368421052632,5.528888888888889,6220,beauce_5_sa_020
3,0,94.0,-20.0,3.6,15.0,10.0,125.0,261.0,262.0,10.0,40.9,24.0,93.8,0,0,7.101052631578948,-65.23947368421052,8.947777777777778,6221,beauce_5_sa_021
2,0,75.0,-20.0,3.6,15.0,10.0,173.0,221.0,393.0,323.0,34.6,46.4,10.0,0,0,2.6647368421052633,-52.69421052631579,8.576666666666666,6222,beauce_5_sa_022
0,2,100.0,-16.0,3.5,24.5,10.8,259.0,383.0,393.0,352.0,10.0,10.0,10.0,0,0,1.1873684210526314,-100.47052631578948,5.322222222222222,6223,beauce_5_sa_023
0,2,84.0,-13.0,2.2,23.6,6.5,259.0,383.0,393.0,325.0,10.0,10.0,10.0,0,0,1.5836842105263158,-79.95578947368422,5.088888888888889,6224,beauce_5_sa_024
3,0,60.0,-20.0,3.7,15.0,10.0,195.0,302.0,304.0,358.0,23.9,47.1,76.2,0,0,10.186315789473683,-74.4757894736842,8.86111111111111,6225,beauce_5_sa_025
2,0,60.0,-20.0,3.1,15.0,10.0,189.0,218.0,393.0,329.0,63.2,48.4,10.0,0,0,1.5442105263157897,-11.323157894736845,8.965555555555556,6226,beauce_5_sa_026
3,1,86.0,-25.0,2.2,20.2,10.0,299.0,300.0,301.0,344.0,68.7,28.0,74.5,0,0,13.683157894736842,-15.82315789473684,8.862222222222222,6227,beauce_5_sa_027
2,0,103.0,-20.0,3.6,15.0,10.0,188.0,265.0,393.0,327.0,13.0,64.8,10.0,0,0,4.198947368421052,-42.85631578947368,8.139999999999999,6228,beauce_5_sa_028
1,2,74.0,-6.0,1.3,1.3,24.1,164.0,383.0,393.0,327.0,75.6,10.0,10.0,0,0,3.391578947368421,-30.375263157894736,8.284444444444444,6229,beauce_5_sa_029
3,0,50.0,-20.0,1.7,15.0,10.0,248.0,309.0,310.0,331.0,14.2,85.2,24.3,0,0,8.866315789473685,-98.19052631578948,8.683333333333334,6230,beauce_5_sa_030
1,2,80.0,-42.0,1.6,23.4,5.9,151.0,383.0,393.0,11.0,45.9,10.0,10.0,0,0,2.567894736842105,-84.18052631578948,7.57888888888889,6231,beauce_5_sa_031
1,0,106.0,-20.0,2.1,15.0,10.0,277.0,383.0,393.0,2.0,11.0,10.0,10.0,0,0,2.023684210526316,-120.63315789473684,5.835555555555555,6232,beauce_5_sa_032
0,0,93.0,-20.0,3.1,15.0,10.0,259.0,383.0,393.0,333.0,10.0,10.0,10.0,0,0,2.2326315789473683,-93.8121052631579,5.0088888888888885,6233,beauce_5_sa_033
2,0,100.0,-20.0,2.8,15.0,10.0,263.0,264.0,393.0,342.0,97.4,55.8,10.0,0,0,7.851052631578947,-36.99894736842106,8.876666666666667,6234,beauce_5_sa_034
0,1,51.0,-19.0,3.5,11.5,10.0,259.0,383.0,393.0,341.0,10.0,10.0,10.0,0,0,0.8436842105263158,-118.58157894736844,5.378888888888889,6235,beauce_5_sa_035
1,0,83.0,-20.0,1.1,15.0,10.0,210.0,383.0,393.0,331.0,14.3,10.0,10.0,0,0,2.0910526315789477,-88.20421052631579,5.989999999999999,6236,beauce_5_sa_036
0,0,60.0,-20.0,1.6,15.0,10.0,259.0,383.0,393.0,352.0,10.0,10.0,10.0,0,0,1.5942105263157895,-168.43894736842103,5.699999999999999,6237,beauce_5_sa_037
1,0,92.0,-20.0,2.4,15.0,10.0,163.0,383.0,393.0,353.0,65.4,10.0,10.0,0,0,3.340526315789474,-105.19631578947369,8.273333333333333,6238,beauce_5_sa_038
2,2,66.0,-16.0,2.4,1.2,22.3,296.0,297.0,393.0,1.0,62.7,75.2,10.0,0,0,10.818947368421052,-60.23,8.627777777777778,6239,beauce_5_sa_039
1,0,57.0,-20.0,1.9,15.0,10.0,143.0,383.0,393.0,7.0,99.3,10.0,10.0,0,0,5.590526315789473,-175.52,8.963333333333333,6240,beauce_5_sa_040
0,0,83.0,-20.0,1.1,15.0,10.0,259.0,383.0,393.0,7.0,10.0,10.0,10.0,0,0,1.894736842105263,-151.1015789473684,5.337777777777777,6241,beauce_5_sa_041
1,0,97.0,-20.0,2.6,15.0,10.0,203.0,383.0,393.0,9.0,85.8,10.0,10.0,0,0,3.321578947368421,-118.51,8.766666666666667,6242,beauce_5_sa_042
1,1,90.0,-30.0,3.0,6.5,10.0,217.0,383.0,393.0,343.0,50.3,10.0,10.0,0,0,1.5557894736842106,-46.038947368421056,7.767777777777777,6243,beauce_5_sa_043
1,2,70.0,-17.0,2.9,1.6,7.9,108.0,383.0,393.0,2.0,71.3,10.0,10.0,0,0,5.693684210526316,-92.00105263157894,8.28,6244,beauce_5_sa_044
3,0,68.0,-20.0,3.2,15.0,10.0,257.0,258.0,278.0,365.0,58.6,85.3,58.9,0,0,16.858947368421052,-41.78105263157895,8.937777777777777,6245,beauce_5_sa_045
1,0,67.0,-20.0,1.1,15.0,10.0,156.0,383.0,393.0,342.0,42.9,10.0,10.0,0,0,2.416842105263158,-91.61842105263158,7.4833333333333325,6246,beauce_5_sa_046
0,1,67.0,-41.0,3.5,12.0,10.0,259.0,383.0,393.0,5.0,10.0,10.0,10.0,0,0,0.8436842105263158,-136.82684210526315,5.371111111111111,6247,beauce_5_sa_047
3,0,53.0,-20.0,3.6,15.0,10.0,130.0,216.0,317.0,330.0,62.0,91.2,12.0,0,0,6.966842105263158,-28.394736842105264,8.997777777777777,6248,beauce_5_sa_048
1,1,54.0,-28.0,3.5,19.8,10.0,209.0,383.0,393.0,339.0,18.4,10.0,10.0,0,0,0.791578947368421,-85.43526315789474,6.44,6249,beauce_5_sa_049
2,0,74.0,-20.0,3.4,15.0,10.0,135.0,247.0,393.0,16.0,10.8,56.1,10.0,0,0,2.771578947368421,-123.73052631578948,8.274444444444445,6250,beauce_5_sa_050
2,2,51.0,-34.0,3.2,18.4,10.0,218.0,219.0,393.0,361.0,70.0,75.3,10.0,0,0,4.28842105263158,-92.67315789473685,8.994444444444445,6251,beauce_5_sa_051
3,2,94.0,-27.0,3.0,11.1,2.8,128.0,230.0,318.0,324.0,35.1,79.7,89.0,0,0,12.722105263157896,16.281052631578945,8.988888888888889,6252,beauce_5_sa_052
3,1,81.0,-18.0,3.0,19.3,10.0,219.0,284.0,285.0,349.0,16.1,22.8,52.8,0,0,3.139473684210526,-24.07473684210526,8.44888888888889,6253,beauce_5_sa_053
2,2,82.0,-40.0,1.3,2.3,15.5,264.0,265.0,393.0,354.0,30.4,63.4,10.0,0,0,1.394736842105263,-31.541052631578953,8.69111111111111,6254,beauce_5_sa_054
3,2,64.0,-42.0,3.8,19.7,15.0,274.0,317.0,318.0,352.0,98.5,42.7,29.1,0,0,11.186315789473683,-85.32947368421053,8.926666666666668,6255,beauce_5_sa_055
0,2,85.0,-6.0,3.8,21.4,18.6,259.0,383.0,393.0,363.0,10.0,10.0,10.0,0,0,1.2515789473684211,-126.22631578947367,5.3133333333333335,6256,beauce_5_sa_056
3,1,86.0,-39.0,2.8,2.5,10.0,195.0,220.0,266.0,12.0,14.2,72.9,31.5,0,0,1.8805263157894736,-80.19000000000001,8.986666666666666,6257,beauce_5_sa_057
1,2,69.0,-24.0,2.5,5.7,13.7,132.0,383.0,393.0,339.0,46.7,10.0,10.0,0,0,3.2068421052631577,-56.24421052631578,7.513333333333334,6258,beauce_5_sa_058
2,1,61.0,-39.0,1.8,20.9,10.0,139.0,229.0,393.0,328.0,94.3,14.4,10.0,0,0,4.233684210526316,4.4557894736842085,8.883333333333333,6259,beauce_5_sa_059
2,0,102.0,-20.0,4.0,15.0,10.0,145.0,263.0,393.0,365.0,78.2,17.7,10.0,0,0,4.7436842105263155,-64.00631578947369,8.697777777777778,6260,beauce_5_sa_060
0,1,92.0,-13.0,4.0,2.5,10.0,259.0,383.0,393.0,4.0,10.0,10.0,10.0,0,0,1.513684210526316,-129.57473684210527,5.273333333333333,6261,beauce_5_sa_061
0,1,61.0,-13.0,2.8,18.3,10.0,259.0,383.0,393.0,341.0,10.0,10.0,10.0,0,0,1.0610526315789477,-110.78894736842106,5.292222222222222,6262,beauce_5_sa_062
2,0,84.0,-20.0,1.9,15.0,10.0,115.0,217.0,393.0,332.0,31.1,30.9,10.0,0,0,3.4357894736842107,-114.4315789473684,8.34,6263,beauce_5_sa_063
2,0,82.0,-20.0,3.9,15.0,10.0,126.0,295.0,393.0,327.0,93.4,40.9,10.0,0,0,10.183684210526316,-36.45368421052632,8.93,6264,beauce_5_sa_064
3,0,45.0,-20.0,1.5,15.0,10.0,143.0,308.0,309.0,340.0,33.6,15.5,64.1,0,0,7.587894736842106,-98.2921052631579,8.776666666666667,6265,beauce_5_sa_065
2,0,101.0,-20.0,1.1,15.0,10.0,193.0,317.0,393.0,8.0,67.7,17.7,10.0,0,0,3.599473684210526,-89.34473684210526,8.648888888888889,6266,beauce_5_sa_066
3,0,78.0,-20.0,3.5,15.0,10.0,298.0,299.0,300.0,357.0,62.5,62.7,74.4,0,0,19.09631578947368,-50.828947368421055,8.897777777777778,6267,beauce_5_sa_067
1,1,98.0,-37.0,3.9,5.2,10.0,220.0,383.0,393.0,328.0,65.6,10.0,10.0,0,0,2.0626315789473684,-10.804736842105262,8.007777777777777,6268,beauce_5_sa_068
1,1,55.0,-26.0,3.6,1.6,10.0,230.0,383.0,393.0,323.0,99.2,10.0,10.0,0,0,1.903684210526316,-26.311578947368417,8.793333333333333,6269,beauce_5_sa_069
1,2,101.0,-20.0,2.9,17.9,10.2,247.0,383.0,393.0,356.0,79.8,10.0,10.0,0,0,1.204736842105263,-29.95473684210527,8.527777777777779,6270,beauce_5_sa_070
2,1,94.0,-14.0,1.1,21.2,10.0,246.0,281.0,393.0,349.0,97.4,71.9,10.0,0,0,6.235263157894737,19.081578947368417,8.902222222222223,6271,beauce_5_sa_071
3,1,96.0,-38.0,2.0,23.8,10.0,140.0,284.0,305.0,12.0,53.1,57.5,14.7,0,0,5.150526315789474,-46.305789473684214,8.961111111111112,6272,beauce_5_sa_072
0,1,61.0,-23.0,3.2,14.3,10.0,259.0,383.0,393.0,337.0,10.0,10.0,10.0,0,0,0.743157894736842,-101.32842105263158,5.36,6273,beauce_5_sa_073
3,1,88.0,-16.0,3.1,15.3,10.0,137.0,253.0,292.0,352.0,19.8,70.4,51.9,0,0,4.69,-6.363157894736841,8.966666666666667,6274,beauce_5_sa_074
1,1,61.0,-11.0,1.1,14.5,10.0,152.0,383.0,393.0,14.0,86.7,10.0,10.0,0,0,3.793684210526316,-99.52263157894735,8.684444444444445,6275,beauce_5_sa_075
3,1,75.0,-43.0,2.1,3.8,10.0,265.0,321.0,322.0,343.0,39.8,39.7,60.9,0,0,7.971578947368421,-73.26210526315789,8.93,6276,beauce_5_sa_076
1,0,100.0,-20.0,3.3,15.0,10.0,239.0,383.0,393.0,364.0,67.5,10.0,10.0,0,0,1.9968421052631575,-85.47842105263159,8.292222222222222,6277,beauce_5_sa_077
2,2,103.0,-27.0,2.6,3.0,4.4,205.0,246.0,393.0,328.0,11.5,57.8,10.0,0,0,1.6842105263157894,-14.67842105263158,8.211111111111112,6278,beauce_5_sa_078
2,1,98.0,-11.0,3.4,21.4,10.0,136.0,215.0,393.0,333.0,55.1,54.5,10.0,0,0,4.840526315789473,-24.47947368421053,8.837777777777777,6279,beauce_5_sa_079
1,2,66.0,-28.0,3.2,22.5,7.9,160.0,383.0,393.0,341.0,43.6,10.0,10.0,0,0,1.5789473684210529,-54.08210526315789,7.482222222222223,6280,beauce_5_sa_080
1,0,95.0,-20.0,1.1,15.0,10.0,168.0,383.0,393.0,356.0,14.2,10.0,10.0,0,0,1.791578947368421,-120.3378947368421,6.236666666666667,6281,beauce_5_sa_081
0,0,97.0,-20.0,2.4,15.0,10.0,259.0,383.0,393.0,333.0,10.0,10.0,10.0,0,0,2.416315789473684,-102.30473684210526,5.1433333333333335,6282,beauce_5_sa_082
0,2,84.0,-44.0,3.0,12.5,22.2,259.0,383.0,393.0,349.0,10.0,10.0,10.0,0,0,0.6652631578947369,-92.21105263157897,5.542222222222223,6283,beauce_5_sa_083
1,2,95.0,-19.0,3.0,18.9,17.1,175.0,383.0,393.0,19.0,34.0,10.0,10.0,0,0,2.1100000000000003,-121.97315789473684,7.208888888888889,6284,beauce_5_sa_084
0,1,48.0,-16.0,4.0,16.1,10.0,259.0,383.0,393.0,345.0,10.0,10.0,10.0,0,0,0.9278947368421052,-122.49684210526316,5.323333333333333,6285,beauce_5_sa_085
3,1,87.0,-39.0,1.8,21.2,10.0,267.0,268.0,312.0,355.0,50.0,83.9,42.1,0,0,8.8,-24.75473684210526,8.95,6286,beauce_5_sa_086
3,1,60.0,-15.0,3.6,7.7,10.0,289.0,290.0,291.0,359.0,51.3,79.8,74.2,0,0,19.83105263157895,-60.409473684210525,8.864444444444445,6287,beauce_5_sa_087
3,0,83.0,-20.0,2.5,15.0,10.0,245.0,274.0,275.0,357.0,77.2,32.3,69.1,0,0,10.296315789473685,-49.23894736842105,8.937777777777777,6288,beauce_5_sa_088
3,0,63.0,-20.0,1.2,15.0,10.0,223.0,249.0,316.0,17.0,79.0,81.3,93.6,0,0,26.445263157894736,-100.05157894736844,8.987777777777778,6289,beauce_5_sa_089
3,0,49.0,-20.0,3.2,15.0,10.0,179.0,245.0,270.0,359.0,59.8,26.1,55.4,0,0,6.856842105263158,-55.41526315789474,8.944444444444445,6290,beauce_5_sa_090
0,0,105.0,-20.0,1.9,15.0,10.0,259.0,383.0,393.0,365.0,10.0,10.0,10.0,0,0,2.167894736842105,-173.92526315789473,5.774444444444445,6291,beauce_5_sa_091
1,1,54.0,-17.0,2.3,11.1,10.0,160.0,383.0,393.0,365.0,72.6,10.0,10.0,0,0,1.85,-67.19368421052631,8.402222222222223,6292,beauce_5_sa_092
1,2,67.0,-31.0,2.0,6.8,5.5,114.0,383.0,393.0,351.0,48.2,10.0,10.0,0,0,3.858421052631579,-77.31105263157895,7.636666666666667,6293,beauce_5_sa_093
2,1,95.0,-35.0,2.5,24.9,10.0,317.0,318.0,393.0,5.0,87.9,54.4,10.0,0,0,10.159473684210528,-61.555263157894736,8.684444444444445,6294,beauce_5_sa_094
1,0,58.0,-20.0,2.6,15.0,10.0,161.0,383.0,393.0,13.0,30.1,10.0,10.0,0,0,2.5173684210526317,-175.37315789473683,7.132222222222222,6295,beauce_5_sa_095
3,2,95.0,-30.0,2.2,4.6,20.9,175.0,303.0,304.0,12.0,82.5,52.8,62.0,0,0,11.515789473684212,-47.55263157894737,8.987777777777778,6296,beauce_5_sa_096
2,0,90.0,-20.0,1.1,15.0,10.0,244.0,319.0,393.0,330.0,55.6,72.1,10.0,0,0,8.024736842105263,-5.494210526315791,8.722222222222221,6297,beauce_5_sa_097
1,1,67.0,-18.0,1.1,8.6,10.0,294.0,383.0,393.0,5.0,12.3,10.0,10.0,0,0,1.2431578947368422,-129.83684210526317,6.022222222222222,6298,beauce_5_sa_098
0,0,61.0,-20.0,2.7,15.0,10.0,259.0,383.0,393.0,360.0,10.0,10.0,10.0,0,0,1.5842105263157895,-165.1478947368421,5.547777777777778,6299,beauce_5_sa_099
2,0,50.0,-20.0,1.0,15.0,10.0,190.0,296.0,393.0,326.0,64.5,91.4,10.0,0,0,6.511578947368421,8.19894736842105,8.956666666666667,6300,beauce_5_sa_000
0,0,91.0,-20.0,1.1,15.0,10.0,259.0,383.0,393.0,353.0,10.0,10.0,10.0,0,0,1.661578947368421,-122.51210526315788,5.335555555555556,6301,beauce_5_sa_001
3,0,91.0,-20.0,2.3,15.0,10.0,286.0,288.0,312.0,326.0,35.4,95.1,45.4,0,0,17.037894736842105,-14.207368421052632,8.77888888888889,6302,beauce_5_sa_002
1,2,59.0,-37.0,1.6,21.8,13.2,214.0,383.0,393.0,15.0,57.4,10.0,10.0,0,0,1.13,-108.90631578947368,8.065555555555555,6303,beauce_5_sa_003
2,2,94.0,-16.0,2.9,13.3,9.1,233.0,234.0,393.0,361.0,44.0,22.6,10.0,0,0,1.3989473684210525,-50.91684210526316,8.231111111111112,6304,beauce_5_sa_004
2,0,60.0,-20.0,2.8,15.0,10.0,108.0,275.0,393.0,14.0,100.0,47.1,10.0,0,0,11.823157894736845,-133.72684210526316,8.99,6305,beauce_5_sa_005
0,0,61.0,-20.0,2.6,15.0,10.0,259.0,383.0,393.0,348.0,10.0,10.0,10.0,0,0,1.456315789473684,-144.41315789473683,5.52,6306,beauce_5_sa_006
3,2,78.0,-13.0,2.4,13.2,19.2,219.0,274.0,275.0,345.0,43.6,33.9,95.1,0,0,6.940526315789474,3.5594736842105275,8.982222222222223,6307,beauce_5_sa_007
1,0,78.0,-20.0,1.5,15.0,10.0,296.0,383.0,393.0,325.0,73.2,10.0,10.0,0,0,7.2105263157894735,-74.34894736842105,7.741111111111112,6308,beauce_5_sa_008
0,0,64.0,-20.0,1.9,15.0,10.0,259.0,383.0,393.0,351.0,10.0,10.0,10.0,0,0,1.5536842105263158,-175.23684210526315,5.877777777777777,6309,beauce_5_sa_009
3,0,46.0,-20.0,1.3,15.0,10.0,318.0,319.0,320.0,346.0,41.7,44.1,40.3,0,0,10.347894736842106,-87.56842105263158,8.55,6310,beauce_5_sa_010
2,0,66.0,-20.0,1.0,15.0,10.0,238.0,312.0,393.0,11.0,56.2,41.1,10.0,0,0,4.931578947368421,-56.60736842105263,8.512222222222222,6311,beauce_5_sa_011
0,0,76.0,-20.0,2.9,15.0,10.0,259.0,383.0,393.0,338.0,10.0,10.0,10.0,0,0,1.618421052631579,-131.83526315789473,5.575555555555556,6312,beauce_5_sa_012
1,2,61.0,-30.0,2.3,4.2,4.4,232.0,383.0,393.0,331.0,82.5,10.0,10.0,0,0,0.9221052631578948,-16.049473684210525,8.67,6313,beauce_5_sa_013
3,2,84.0,-7.0,3.0,24.5,17.5,158.0,300.0,301.0,332.0,67.0,65.8,29.1,0,0,9.747894736842106,12.177368421052632,8.976666666666667,6314,beauce_5_sa_014
0,1,93.0,-36.0,3.2,16.5,10.0,259.0,383.0,393.0,342.0,10.0,10.0,10.0,0,0,0.9984210526315788,-89.17947368421054,5.363333333333333,6315,beauce_5_sa_015
2,1,62.0,-5.0,3.1,9.9,10.0,119.0,258.0,393.0,356.0,66.6,93.3,10.0,0,0,8.977894736842106,-39.88421052631579,8.986666666666666,6316,beauce_5_sa_016
1,2,65.0,-13.0,1.0,1.8,22.6,234.0,383.0,393.0,18.0,40.9,10.0,10.0,0,0,1.9252631578947368,-116.49052631578948,7.361111111111111,6317,beauce_5_sa_017
1,2,92.0,-7.0,2.4,14.2,3.5,123.0,383.0,393.0,347.0,26.6,10.0,10.0,0,0,2.1184210526315788,-86.56684210526316,6.728888888888889,6318,beauce_5_sa_018
3,0,97.0,-20.0,3.6,15.0,10.0,244.0,310.0,311.0,343.0,68.5,10.5,62.2,0,0,6.905789473684211,-19.44473684210526,8.885555555555555,6319,beauce_5_sa_019
3,1,95.0,-28.0,3.0,10.9,10.0,139.0,228.0,274.0,354.0,92.2,33.6,87.9,0,0,9.545263157894738,-6.800526315789474,8.902222222222223,6320,beauce_5_sa_020
3,1,45.0,-18.0,3.9,16.5,10.0,256.0,257.0,305.0,339.0,87.2,88.4,19.4,0,0,17.853684210526318,-33.608947368421056,8.836666666666666,6321,beauce_5_sa_021
0,0,47.0,-20.0,4.0,15.0,10.0,259.0,383.0,393.0,324.0,10.0,10.0,10.0,0,0,1.2342105263157894,-102.11947368421052,5.166666666666667,6322,beauce_5_sa_022
1,0,56.0,-20.0,3.3,15.0,10.0,112.0,383.0,393.0,350.0,73.1,10.0,10.0,0,0,4.983684210526316,-87.63789473684211,8.286666666666667,6323,beauce_5_sa_023
2,0,97.0,-20.0,2.1,15.0,10.0,294.0,304.0,393.0,350.0,33.8,36.0,10.0,0,0,5.142631578947368,-50.22684210526316,7.604444444444444,6324,beauce_5_sa_024
1,0,85.0,-20.0,1.7,15.0,10.0,226.0,383.0,393.0,342.0,99.0,10.0,10.0,0,0,2.3836842105263156,-92.18,8.943333333333333,6325,beauce_5_sa_025
2,2,50.0,-23.0,2.0,6.2,21.0,198.0,291.0,393.0,330.0,21.7,73.2,10.0,0,0,3.378421052631579,-36.15842105263158,8.461111111111112,6326,beauce_5_sa_026
3,0,67.0,-20.0,2.8,15.0,10.0,309.0,310.0,311.0,7.0,57.3,24.9,24.1,0,0,9.882105263157897,-121.69684210526314,8.41777777777778,6327,beauce_5_sa_027
0,0,52.0,-20.0,3.7,15.0,10.0,259.0,383.0,393.0,13.0,10.0,10.0,10.0,0,0,2.2221052631578946,-191.01,5.331111111111111,6328,beauce_5_sa_028
0,2,104.0,-35.0,2.3,11.9,2.4,259.0,383.0,393.0,5.0,10.0,10.0,10.0,0,0,1.0105263157894735,-124.80052631578948,5.477777777777778,6329,beauce_5_sa_029
1,2,75.0,-34.0,1.6,4.8,12.6,235.0,383.0,393.0,348.0,29.4,10.0,10.0,0,0,0.66,-67.06947368421054,7.023333333333333,6330,beauce_5_sa_030
2,1,91.0,-16.0,3.2,8.0,10.0,307.0,308.0,393.0,365.0,53.5,64.8,10.0,0,0,9.191578947368422,-40.66947368421052,8.456666666666667,6331,beauce_5_sa_031
2,1,92.0,-11.0,2.9,1.8,10.0,254.0,255.0,393.0,11.0,22.6,27.8,10.0,0,0,2.1994736842105262,-145.4457894736842,8.001111111111111,6332,beauce_5_sa_032
