sortie,parametre_1,parametre_2,R2_interaction,R2_cellules,R2_additif,n,n_cellules
N_lixi,Jours_semis_F1,Dose_F2_2,0.18952932561257185,0.3292622399121783,0.13973291429960644,60,16
N_lixi,nb_f1,type_f2_2,0.18754818744347768,0.27107832570398394,0.08353013826050626,60,9
N_lixi,has_prepa,Dose_F2_1,0.18671245547298498,0.22110051478106818,0.034388059308083196,60,12
N_lixi,type_f2_2,type_f3_1,0.18528993750892286,0.2802277595736671,0.09493782206474422,60,9
N_lixi,prepa_2,type_f3_2,0.1805400489781207,0.21922126947116505,0.038681220493044344,60,9
N_lixi,nb_f1,nb_f3,0.1805041499713399,0.2042359659559534,0.02373181598461349,60,9
N_lixi,Dose_F1_2,Dose_F2_1,0.17953993875741325,0.24335392359795216,0.0638139848405389,60,16
N_lixi,Jours_F1_F2,Dose_F1_2,0.17871202914528783,0.2871158463161606,0.10840381717087277,60,16
N_lixi,type_f2_1,Jours_semis_F1,0.17805014041185707,0.2671723450676954,0.08912220465583831,60,12
N_lixi,type_f2_1,Dose_F3_1,0.17800269640300903,0.2685932976842639,0.09059060128125485,60,12
N_lixi,n_ferti,Jours_F2_F3,0.17768661228854687,0.2903806953793766,0.11269408309082973,60,12
N_lixi,nb_prepa,prepa_2,0.1774645678046114,0.21047239170312793,0.03300782389851653,60,9
N_lixi,nb_prepa,Dose_F1_1,0.1773936428090186,0.23102402069063765,0.05363037788161906,60,12
N_lixi,type_f2_2,Dose_F2_2,0.17682489572003235,0.3021914384846299,0.12536654276459758,60,12
N_lixi,Dose_F3_1,Dose_F3_2,0.1750886837668435,0.2710216912640949,0.09593300749725142,60,16
N_lixi,nb_f2,Jours_op_recolte,0.17361275853873392,0.2144287785521628,0.04081602001342888,60,12
N_lixi,type_f3_2,Jours_F1_F2,0.17271724597674842,0.24033359905486384,0.06761635307811542,60,12
N_lixi,nb_f2,nb_f3,0.1725676106657671,0.21331022524987708,0.04074261458410999,60,9
N_lixi,Jours_av_PREPA,Dose_F3_2,0.17153585756332834,0.26242467446742157,0.09088881690409323,60,16
N_lixi,Jours_op_recolte,Dose_F3_1,0.17148474039466877,0.25872358599773093,0.08723884560306217,60,16
N_lixi,Jours_av_PREPA,Dose_F3_1,0.1707013217443093,0.27846991007914956,0.10776858833484027,60,16
N_lixi,Jours_av_PREPA,Dose_F1_1,0.17063057310236107,0.28687864808310715,0.11624807498074607,60,16
N_lixi,Jours_av_PREPA,Jours_op_recolte,0.17058946180085965,0.25890712840547503,0.08831766660461537,60,16
N_lixi,n_ferti,Jours_F1_F2,0.16865378978893342,0.24601268818701072,0.0773588983980773,60,12
N_lixi,nb_f3,Jours_semis_F1,0.16827709251913348,0.24283699359935373,0.07455990108022026,60,12
N_lixi,type_f3_2,Dose_F2_2,0.1656151719879959,0.24147007776314633,0.07585490577515042,60,12
N_lixi,has_prepa,Jours_op_recolte,0.16548271759245659,0.1878961580274574,0.02241344043500082,60,12
N_lixi,type_f2_1,nb_f3,0.16367486187489344,0.20510443944316825,0.04142957756827481,60,9
N_lixi,prepa_1,Dose_F3_1,0.16360581728400891,0.237504800462514,0.07389898317850507,60,12
N_lixi,prepa_1,Dose_F2_1,0.15990445315840895,0.20965343367512002,0.04974898051671106,60,12
N_lixi,prepa_1,type_f3_2,0.1598108407979686,0.19315717737759797,0.033346336579629376,60,9
N_lixi,Jours_av_PREPA,Dose_F2_1,0.1577766670138805,0.2475453535916572,0.0897686865777767,60,16
N_lixi,nb_f2,Jours_av_PREPA,0.15719348042354375,0.23579917830627573,0.07860569788273197,60,12
N_lixi,nb_prepa,Jours_av_PREPA,0.15631892451919005,0.23490592497078755,0.0785870004515975,60,12
N_lixi,Dose_F1_1,Dose_F2_1,0.1554135406436571,0.2422806837785766,0.0868671431349195,60,16
N_lixi,type_f1_2,Jours_F1_F2,0.1550263414021642,0.2191629258652954,0.0641365844631312,60,12
N_lixi,has_prepa,prepa_2,0.15497391651199555,0.18225936339863424,0.027285446886638698,60,9
N_lixi,type_f3_1,Jours_F2_F3,0.15481024572562097,0.30799556255700467,0.1531853168313837,60,12
N_lixi,type_f3_1,Dose_F2_1,0.15445306540770065,0.21041905556360796,0.05596599015590731,60,12
N_lixi,type_f2_1,Jours_F1_F2,0.1539510802420193,0.2554439369751351,0.10149285673311581,60,12
N_lixi,type_f1_1,Dose_F2_1,0.15269435277947907,0.19337082240526138,0.04067646962578231,60,12
